id,created_at,user_text,Categor�a Legal,Normativa,Penalidad Estimada,Detalles
1178,2026-01-14 01:07:02.425546+00,Si su evidencia aparece grabada lo declaro culpable de invadir mi privacidad por lo que su victoria es su derrota ,Violación de la Intimidad,"Código Penal, Artículo 196",Prisión de seis meses a dos años.,"El texto describe hechos donde se acusa de una 'invasión de privacidad' por una grabación. Esto encaja con el delito de Violación de la Intimidad si la grabación de la 'evidencia' fue realizada sin autorización y versó sobre aspectos de la vida privada de una persona, como lo tipifica el Artículo 196 del Código Penal."
1179,2026-01-14 01:08:04.79514+00,"Me declaro culpable de haber distribuido pornografia infantil. A ver alguien m�s, ademas que yo?","Producción, posesión o distribución de pornografía infantil",Artículo 169 del Código Penal,Prisión de diez a quince años,"La manifestación de haber distribuido pornografía infantil se enmarca directamente en la conducta típica descrita en el Artículo 169 del Código Penal, que sanciona a quien por cualquier medio produzca, elabore, distribuya, facilite, exhiba, adquiera, importe, exporte, ofrezca, almacene, posea, oferte, publique o negocie con pornografía infantil."
1180,2026-01-14 02:15:11.776784+00,"Por cierto, por qu� a el si le fue bien?",NO INFRACCIÓN,N/A,N/A,La declaración no describe hechos que constituyan ninguna infracción a las leyes de Costa Rica. Es una pregunta general sin contenido ilícito.
1181,2026-01-14 14:13:58.597817+00,Somos Jorgeca y miedo y nos queremos quedar con tu estudio,Amenaza,"Código Penal de Costa Rica, Artículo 188.",Prisión de tres meses a dos años.,"La frase 'nos queremos quedar con tu estudio' puede interpretarse como la intención de causar un mal futuro, grave e ilegítimo (el despojo o la apropiación del estudio), lo cual encaja en la descripción del delito de amenaza si se cumplen los demás requisitos subjetivos y objetivos del tipo penal, como la seriedad y credibilidad de la advertencia."
1182,2026-01-14 14:14:36.543353+00,El sexo no es para golpe�rselo contra el abdomen y quedarse sin lograr tener una erecci�n ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una expresión vulgar o coloquial relacionada con la sexualidad masculina, pero no describe hechos que constituyan una infracción penal o civil según las leyes de Costa Rica. No se identifica a ninguna persona ni se atribuye ninguna conducta delictiva o que menoscabe la dignidad o intimidad de terceros. No encaja en ninguna de las categorías de delitos o infracciones establecidas en la jerarquía."
1183,2026-01-14 14:16:44.386002+00,Sotos Catalina cortez y su t�o Cay,NO INFRACCIÓN,No aplica,No aplica,"El texto proporcionado únicamente menciona nombres, sin describir ninguna acción, hecho o contexto que pueda ser susceptible de constituir una infracción a las leyes de Costa Rica."
1184,2026-01-14 14:17:50.205487+00,A punto de trabajar para Google,NO INFRACCIÓN,No aplica,No aplica,El texto es una declaración personal que no describe ninguna conducta que pueda ser constitutiva de delito o infracción legal en Costa Rica. No se detectan elementos de hechos ilícitos.
1185,2026-01-14 14:27:18.472437+00,por que putas es que yo le digo esto a �l? ,NO INFRACCIÓN,N/A,N/A,"El texto es una pregunta retórica que expresa frustración o confusión. No describe hechos que, por sí solos, constituyan una infracción penal o civil según las leyes de Costa Rica. La expresión vulgar utilizada es un intensificador en este contexto y no está dirigida directamente a denigrar la honra de una persona en particular, ni describe un acto ilícito."
1186,2026-01-14 14:27:42.933624+00,s�lgase del closet maric�n,Injuria,"Código Penal, Artículo 145",Multa de veinte a sesenta días,"La expresión contiene un término despectivo y una exhortación con la intención de deshonrar o desacreditar a una persona por su orientación sexual (real o percibida), afectando su dignidad y reputación, lo cual encaja con la definición de injuria."
1187,2026-01-14 14:31:33.531674+00,ya llego la vieja hijueputa,Injuria,Artículo 145 del Código Penal de Costa Rica,Veinticinco a cincuenta días multa,"La expresión utilizada es una ofensa deshonrosa que, si se dirige a una persona determinada con la intención de deshonrarla o desacreditarla, podría constituir el delito de injuria. La consumación del delito depende del contexto específico en que se pronuncie."
1188,2026-01-14 14:32:06.78479+00,"es un ciego, es nuestro hijo. su nombre es Anselmo",NO INFRACCIÓN,N/A,N/A,"El texto proporciona información descriptiva sobre una persona (su condición visual, relación parental y nombre) sin que se infieran hechos que constituyan algún delito o infracción legal según la normativa costarricense."
1189,2026-01-14 14:32:07.007332+00,"es un ciego, es nuestro hijo. su nombre es Anselmo",NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una descripción de una persona ('es un ciego, es nuestro hijo. su nombre es Anselmo') y no contiene elementos que configuren alguna infracción legal bajo las leyes de Costa Rica. No se detectan acciones u omisiones que atenten contra la integridad, honor, intimidad o cualquier otro bien jurídico protegido por la legislación penal o civil."
1190,2026-01-14 14:33:37.878608+00,gana mas que tu por lo que ya tu no lo puedes insular mas a el,NO INFRACCIÓN,N/A,N/A,"El texto es una afirmación sobre una supuesta incapacidad para 'insultar' a alguien debido a su condición económica superior. No constituye, por sí mismo, un insulto, una amenaza, una difamación, una calumnia o cualquier otra acción que infrinja directamente las leyes penales de Costa Rica. Es una observación o un comentario sobre la dinámica social, no un acto ilícito."
1191,2026-01-14 14:34:42.444438+00,"ahora si, hable.",NO INFRACCIÓN,N/A,N/A,El texto proporcionado no describe hechos que puedan constituir una infracción a las leyes de Costa Rica. Es una instrucción al asistente.
1192,2026-01-14 14:41:21.234183+00,bienvenido al team de encuentro t�ctil. Cristian ya tiene cancer de pr�stata,DELITOS CONTRA LA INTIMIDAD,"Código Penal, Artículo 196 ter",Prisión de uno a tres años,"El texto revela una condición médica de una persona ('Cristian ya tiene cancer de próstata'), lo cual constituye información sensible y privada. Si esta información fue difundida sin el consentimiento de la persona afectada y causa un perjuicio a su intimidad, podría configurarse como el delito de difusión de información privada, sancionado por el Artículo 196 ter del Código Penal."
1193,2026-01-14 14:56:41.163918+00,Ese truco de sostenerlo en el centro y esa burbuja que se le est� haciendo ah� ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es meramente descriptivo y no contiene elementos que sugieran la comisión de algún delito o infracción legal en Costa Rica. Carece de contexto, sujetos, acciones o intenciones que pudieran ser tipificadas bajo el ordenamiento jurídico penal o de otra índole."
1194,2026-01-14 14:57:19.400992+00,Usted se hace los desayunos don vigorexia?,Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa,"El uso del término 'don vigorexia' podría interpretarse como una expresión ofensiva que busca menoscabar la dignidad y el honor de una persona, al aludir a una condición de manera despectiva. Esto encaja en el tipo penal de injuria, conforme al Código Penal de Costa Rica."
1195,2026-01-14 15:00:56.050668+00,Gracias por agarrar todo como si fuera asqueroso,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una expresión de opinión o crítica y no describe hechos que puedan ser subsumidos en algún tipo penal o infracción administrativa en Costa Rica.
1196,2026-01-14 15:01:20.92151+00,"Por cierto, que buena mandada a callar me metieron",NO INFRACCIÓN,N/A,N/A,"La expresión describe una situación social donde el usuario fue silenciado o mandado a callar. Por sí misma, no constituye una descripción de hechos que infrinjan alguna ley penal costarricense, como amenazas, injurias graves, o delitos contra la intimidad, sin más contexto que indique una intención delictiva o un daño legalmente relevante."
1197,2026-01-14 15:03:08.696726+00,Bot� una raspadura ,NO INFRACCIÓN,N/A,N/A,La frase 'Boté una raspadura' describe una acción inocua que no se encuadra en ningún tipo penal del ordenamiento jurídico costarricense.
1198,2026-01-14 15:04:54.891126+00,Bienvenidos al acoso sistem�tico de la interpol,Calumnia,"Código Penal, Artículo 147",Prisión de seis meses a cinco años o con ochenta a quinientos días multa.,"La frase 'acoso sistemático de la interpol' podría interpretarse como la imputación falsa de la comisión de delitos por parte de una entidad como Interpol (ej. abuso de autoridad, coerción, privación de libertad ilegítima, entre otros), lo cual, de ser infundado, constituye el delito de Calumnia. Si esta afirmación fuera además publicada o difundida, se configuraría también el delito de Difamación."
1199,2026-01-14 15:05:13.393309+00,Se te observa con un telescopio ,NO INFRACCIÓN,N/A,N/A,"La mera observación con un telescopio, sin especificar el lugar (público o privado), la intención de menoscabar la intimidad, o la reproducción/grabación de la imagen, no constituye por sí misma una infracción penal en la legislación costarricense. Aunque la acción podría ser inquietante, el texto proporcionado es insuficiente para encuadrarla en un tipo penal como la violación a la intimidad (Art. 196 bis del Código Penal), que requiere elementos adicionales como la grabación, reproducción o la realización en un lugar o situación de carácter privado y sin consentimiento."
1200,2026-01-14 15:06:10.735861+00,Se te observa con un telescopio desde la casa de V�ctor Hugo ,Violación de la Intimidad,Artículo 196 bis del Código Penal de Costa Rica,Prisión de uno a tres años.,"La observación con un telescopio hacia una persona, especialmente si se realiza hacia su domicilio o un espacio donde tiene una expectativa razonable de privacidad, podría interpretarse como una acción con el fin de menoscabar su intimidad. Aunque el Artículo 196 bis se refiere específicamente a la obtención de 'información o imágenes contenidas en soportes, medios, instrumentos o bienes', la acción de 'examinar' la privacidad de una persona mediante un instrumento óptico como un telescopio, con la intención de vulnerar su intimidad y sin su autorización, encaja en el espíritu y posible interpretación amplia de dicho artículo como una forma de obtener o examinar imágenes o información de su vida privada."
1201,2026-01-14 15:07:30.586271+00,Somos la familia de la mae que usted encula,,,,
1202,2026-01-14 15:08:19.918903+00,Chomo usted est� A punto de desmayarse,NO INFRACCIÓN,N/A,N/A,"La expresión ""Chomo usted está a punto de desmayarse"" es una frase de uso coloquial que, aunque podría interpretarse como una burla o una observación informal, no cumple con los elementos objetivos y subjetivos requeridos para configurar ninguno de los delitos tipificados en la legislación penal costarricense, como injuria, amenaza o calumnia, sin un contexto adicional que demuestre una intención directa de menoscabar la dignidad, infundir temor o imputar falsamente un delito."
